name;description;longitude;latitude
De Tellinghorst 1 Hoogeveen;Stopcontact EV-Box EVB-P1410089 mennekes;6.44724258;52.72440567
Industrieweg 16 Schouwen-Duiveland;Krachtstroom ABS van Lint Autoschade Zierikzee mennekes;3.9192786812782;51.643989151953
Edisonlaan 20-22 Bleiswijk;Stopcontact NewMotion 02009782 mennekes;4.54359006881714;52.0135841369629
Tivolistraat 50 Tilburg;Krachtstroom NewMotion 03006979 mennekes;5.09531330000004;51.5580676
Tiensesteenweg 80 Lubbeek;Krachtstroom Elo-mix mennekes;4.8826611042023;50.871993721962
's-Gravenweg 7 Rotterdam;Krachtstroom EV-Box EVB-P1415254 mennekes;4.51706;51.92426
Produktieweg 12 Bunschoten-Spakenburg;Krachtstroom NewMotion 03007401 mennekes;5.37241100000006;52.230342
Kaiser-Maximilian-Platz 3 Füssen;Krachtstroom NewMotion 03005992 mennekes;10.7015005000001;47.5696479
Feldwieser Straße 16 Übersee;Krachtstroom NewMotion ICUEVE000767 mennekes;12.4825884;47.8231636
Dorpsstraat 88 Vaassen;Krachtstroom EV-Box EVB-P1449095 mennekes;5.96713;52.28609
Hauptstrasse  Glarus Süd;Krachtstroom Essent EM-CH-00001631-01-00001 mennekes;9.0729;46.993342
Nassaulaan 36 Baarn;Krachtstroom NewMotion 03001930 mennekes;5.2783019;52.2126716
Professor Doctor Dorgelolaan 12 Eindhoven;Krachtstroom EV-Box EVB-P1437249 mennekes;5.48697;51.44472
Professor Doctor Dorgelolaan 12 Eindhoven;Krachtstroom EV-Box EVB-P1437249 mennekes;5.48697;51.44472
Pascalstraat 5 Zwijndrecht;Krachtstroom EV-Box EVB-P1437170 mennekes;4.61582;51.83113
Pascalstraat 5 Zwijndrecht;Krachtstroom EV-Box EVB-P1437170 mennekes;4.61582;51.83113
Handelswei 15 Joure;Krachtstroom EV-Box EVB-P1430147 mennekes;5.81917;52.96239
Milaanstraat 120 Sittard;Krachtstroom NewMotion 03001591 mennekes;5.8428357;50.9913712
Stationsstraat 115 Amersfoort;Krachtstroom EV-Box EVB-P1437150 mennekes;5.3774553;52.1533574
Stationsstraat 115 Amersfoort;Krachtstroom EV-Box EVB-P1437150 mennekes;5.3774553;52.1533574
Röntgenlaan 75 Zoetermeer;Krachtstroom EV-Box EVB-P1437149 mennekes;4.4724635;52.0450147
Lemsterlandstraat 10 Tilburg;Stopcontact NewMotion 02000944 mennekes;4.99937152862549;51.5869560241699
Kerkstraat 30 Nieuwkuijk;Stopcontact NewMotion 02000195 mennekes;5.17680168151855;51.6943168640137
Vermeerlaan 30 Maassluis;Stopcontact NewMotion 02002513 mennekes;4.26660633087158;51.9198722839355
Crispijnstraat 8 Rotterdam;Stopcontact NewMotion 02000849 mennekes;4.4767163;51.9188927
Oude Binnenweg 59 Rotterdam;Stopcontact NewMotion 02000763 mennekes;4.4757702;51.9177788
Handelstraat 2 Leerdam;Stopcontact NewMotion 02000675 mennekes;5.10351943969727;51.898868560791
Mandenmakerstraat 4 Katwijk;Stopcontact NewMotion 02000443 mennekes;4.4351232;52.2056986
Boomsesteenweg  Antwerpen;Krachtstroom Ikea Wilrijk mennekes;4.3847250938416;51.15788959299
Archimedesweg 75 Amsterdam;Krachtstroom Nuon EVB-P1552108 mennekes;4.939943;52.355647
Flemingweg 10A Alphen aan den Rijn;Stopcontact EV-Box EVB-P1548239 mennekes;4.62597017;52.34926773
Kosterijland 9 Bunnik;Krachtstroom EV-Box EVB-P1425059 mennekes;5.21025488;52.0610814
Kosterijland 9 Bunnik;Krachtstroom EV-Box EVB-P1425059 mennekes;5.21025488;52.0610814
Daleboutsweg 4 a Landal Greenparks Burgh-Haamstede;Krachtstroom Allego NLALLEGO0001183 mennekes;3.728334;51.685832
Daleboutsweg 4 a Landal Greenparks Burgh-Haamstede;Snellader Allego NLALLEGO0001182 combo;3.728334;51.685832
Emmalaan 33 Postillion Haren Haren;Krachtstroom Allego NLALLEGO0000902 mennekes;6.593986;53.16764
Daleboutsweg 4 a Landal Greenparks Burgh-Haamstede;Snellader Allego NLALLEGO0001181 chademo;3.728334;51.685832
Kennemerstrand Holiday Inn IJmuiden Seaport Beach IJmuiden;Krachtstroom Alfen NLMAB_0062 mennekes;4.56348;52.45692
Kanaalstraat 38 Dongen;Stopcontact NewMotion 02014344 mennekes;4.9436196;51.6205813
Kennemerstrand Holiday Inn IJmuiden Seaport Beach IJmuiden;Krachtstroom Alfen NLMAB_0061 mennekes;4.56348;52.45692
Heegbarg 31-33 Hamburg;Krachtstroom NewMotion ICUEVE000274 mennekes;10.0909;53.65391
Deventerweg 121 Postillion Deventer laadpaal 2: links Deventer;Krachtstroom Allego NLALLEGO0000892 mennekes;6.176502;52.235692
Holzmühlenstraße 5A Hamburg;Stopcontact NewMotion 02009398 mennekes;10.0824514999999;53.5773432
Binnenweg 20 Hoofddorp;Krachtstroom EV-Box EVB-P1430057 mennekes;4.69143717;52.29856352
Rietlandpark 301 Amsterdam;Krachtstroom NL MAB Laadoplossingen 1000000194 mennekes;4.933686;52.373661
Binnenweg 20 Hoofddorp;Krachtstroom EV-Box EVB-P1430057 mennekes;4.69143717;52.29856352
Maarland Noordzijde 38 Brielle;Krachtstroom EV-Box EVB-P1427228 mennekes;4.16565;51.90795
Boulevard (parkeergarage) 9394 Katwijk;Krachtstroom EV-Box EVB-P1430126 mennekes;4.39403279;52.20564301
Nijverheidsweg 6 Sint-Maartensdijk;Krachtstroom Ecotap 1601349 mennekes;4.088585;51.547137
Kijvelandsekade 1 Poortugaal;Krachtstroom EV-Box EVB-P1402447 mennekes;4.3876051;51.84687342
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Landbouwlaan 229 Berghem;Stopcontact NewMotion 02001891 mennekes;5.581016;51.7659849
Ruiten A Kanaal Oost III 4 Vlagtwedde;Stopcontact NewMotion 02002938 mennekes;7.1653335;52.9805793
Hendrik Walaardt Sacréstraat 403 Schiphol;Krachtstroom EV-Box EVB-P1445026 mennekes;4.8128977;52.3123154
Industriestraat 31 Sittard;Stopcontact NewMotion 01001183 mennekes;5.84502983093262;51.0026016235352
Kreitenmolenstraat 201 Tilburg;Krachtstroom Hoppenbrouwers Elektrotechniek BV mennekes;5.1598674058914;51.60511296083
Hendrik Werkmanhof 5 Utrecht;Krachtstroom NewMotion 03000870 mennekes;5.0404786;52.0982902
Nieuw Nijenrode 98 Breukelen;Krachtstroom EV-Box EVB-P1430225 mennekes;5.00761;52.16034
Nieuw Nijenrode 98 Breukelen;Krachtstroom EV-Box EVB-P1430225 mennekes;5.00761;52.16034
Aelder Hooghe 7 Aalden;Krachtstroom EV-Box EVB-P1446927 mennekes;6.7252953;52.79252985
Viehhofstrasse 125 Villa Media Wuppertal;Krachtstroom Allego DEALLEGO0000012 mennekes;7.132709;51.244896
Nieuw Nijenrode 98 Breukelen;Krachtstroom EV-Box EVB-P1430225 mennekes;5.00761;52.16034
Nieuw Nijenrode 98 Breukelen;Krachtstroom EV-Box EVB-P1430225 mennekes;5.00761;52.16034
De Burght 143 Geldrop;Krachtstroom EVnetNL PNB-ENO049 mennekes;5.712073;51.579831
Loosduinsekade 331 Den Haag;Krachtstroom Alfen GDH3022 mennekes;4.278311;52.068967
Romeinseberg 3A Esch;Krachtstroom NewMotion ICUCOMPACT002243 mennekes;5.28760671615601;51.6086235046387
Duitsland weg 13 Bodegraven;Krachtstroom EV-Box EVB-P1542210 mennekes;4.73913;52.08759
Elbestraße 35 Weilerswist;Krachtstroom NewMotion 03001213 mennekes;6.83537;50.7502
Kleipettenlaan 154 Katwijk;Krachtstroom Allego NLALLEGO0013412 mennekes;4.43265423;52.18657368
Clayallee 326 Berlin;Krachtstroom Allego DEALLEGO0000122 mennekes;13.262563;52.438486
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000681 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000682 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000672 mennekes;4.939417;52.311417
Bloemhof 11 Ede;Krachtstroom EV-Box EVB-P1523025 mennekes;5.6371668;52.0456574
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000671 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000662 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000661 mennekes;4.939417;52.311417
Landweerswal 2 Braamt;Krachtstroom EV-Box EVB-P1430104 mennekes;6.2683389;51.93184903
Landweerswal 2 Braamt;Krachtstroom EV-Box EVB-P1430104 mennekes;6.2683389;51.93184903
Jan Heijnsstraat 57 Tilburg;Krachtstroom EV-Box EVB-P1430066 mennekes;5.07462655;51.56268668
Jan Heijnsstraat 57 Tilburg;Krachtstroom EV-Box EVB-P1430066 mennekes;5.07462655;51.56268668
Krekelmeent 17 Hilversum;Stopcontact NewMotion 02002179 mennekes;5.14014020000002;52.2675319
Jan Heijnsstraat 57 Tilburg;Krachtstroom EV-Box EVB-P1430066 mennekes;5.07462655;51.56268668
Jan Heijnsstraat 57 Tilburg;Krachtstroom EV-Box EVB-P1430066 mennekes;5.07462655;51.56268668
Amsterdamseweg 43 Amersfoort;Krachtstroom EV-Box EVB-P1412192 mennekes;5.3679;52.16356
Bosveld 411 Uden;Stopcontact NewMotion 02014359 mennekes;5.63336840793454;51.6589544889267
Ziteind 4 Best;Krachtstroom EVnetNL PNB-ENO095 mennekes;5.376861;51.497325
Le Bourg  Cornaux;Krachtstroom Essent EM-CH-00006451-01-00001 mennekes;7.022915;47.03932
Floralaan 48 Hardenberg;Krachtstroom EV-Box EVB-P1409227 mennekes;6.64287468;52.57488195
Essenlaan 90 Rotterdam;Krachtstroom EV-Box EVB-P1552327 mennekes;4.5181;51.92109
Essenlaan 90 Rotterdam;Krachtstroom EV-Box EVB-P1552327 mennekes;4.5181;51.92109
Staalmeesterslaan 410 Apollo Ramada Amsterdam;Krachtstroom Alfen NLMAB_0071 mennekes;4.84406;52.36835
Haverkamp 21 Gendringen;Stopcontact NewMotion 02010197 mennekes;6.37568712234497;51.8762969970703
Binzigstraße 17 Kappelrodeck;Krachtstroom NewMotion ICUEVE000425 mennekes;8.11222934722901;48.5962104797363
Weiherhausstraße 17A Heppenheim (Bergstraße);Stopcontact NewMotion 02009389 mennekes;8.62943680000001;49.6459935
Benedeneind Zuidzijde 249 Benschop;Stopcontact NewMotion 02010836 mennekes;4.96086454391479;52.0051918029785
Groeneweg 136 Bunnik;Stopcontact NewMotion 02000510 mennekes;5.1953203;52.0629089
De Noord 37 Dronten;Stopcontact EV-Box EVB-P1309030 mennekes;5.71970908;52.52921607
Sylviusweg 72 Leiden;Krachtstroom EV-Box EVB-P1430101 mennekes;4.46783;52.16833
Sylviusweg 72 Leiden;Krachtstroom EV-Box EVB-P1430101 mennekes;4.46783;52.16833
Zomerdijkstraat 36 Zwolle;Stopcontact NewMotion 02001561 mennekes;6.0595041;52.5299591
Kuikensweg 67 Beverwijk;Stopcontact EV-Box EVB-P1402029 mennekes;4.65302883;52.49551497
Parkweide 24 Ede;Krachtstroom Parkweide mennekes;5.6438291072845;52.050775071521
Prins Hendrikkade 159 Katwijk aan Zee;Krachtstroom Allego NLALLEGO0016651 mennekes;4.40364034;52.20510402
Triq it-Trunċiera  St Paul`s Bay;Krachtstroom Essent EM-MT-00000051-01-00001 mennekes;14.419331;35.956648
Spoorstraat 8 Boxmeer;Krachtstroom Plus Verbeeten Vierlingsbeek - zijkant mennekes;6.010055243969;51.5964946462
Triq it-Trunċiera  St Paul`s Bay;Krachtstroom Essent EM-MT-00000051-01-00001 mennekes;14.419331;35.956648
Triq Santa Tereza  Marsaskala;Krachtstroom Essent EM-MT-00000027-01-00001 mennekes;14.562622;35.866883
Triq Santa Tereza  Marsaskala;Krachtstroom Essent EM-MT-00000027-01-00001 mennekes;14.562622;35.866883
Xatt Juan B. Azopardo  Bormla;Krachtstroom Essent EM-MT-00000020-01-00001 mennekes;14.518423;35.887521
Xatt Juan B. Azopardo  Bormla;Krachtstroom Essent EM-MT-00000020-01-00001 mennekes;14.518423;35.887521
Triq San Lawrenz  Gharb;Krachtstroom Essent EM-MT-00000014-01-00001 mennekes;14.20995;36.055067
Triq San Lawrenz  Gharb;Krachtstroom Essent EM-MT-00000014-01-00001 mennekes;14.20995;36.055067
Bisschop Lindanussingel 43 Roermond;Stopcontact EVnetNL AL186 mennekes;5.983123;51.189269
Ljun  Bormla;Krachtstroom Essent EM-MT-00000006-01-00001 mennekes;14.520031;35.880201
Ljun  Bormla;Krachtstroom Essent EM-MT-00000006-01-00001 mennekes;14.520031;35.880201
Midden Peelweg 5 Horst aan de Maas;Stopcontact Recreatiecentrum De Schatberg schuko;5.9766483306885;51.382870309194
Triq il-Qalb ta Gesu  Bormla;Krachtstroom Essent EM-MT-00000003-01-00001 mennekes;14.527984;35.881587
Burgemeester Smitstraat 2 Bronckhorst;Krachtstroom Vroegindeweij mennekes;6.1903989315033;52.061554635309
Triq il-Qalb ta Gesu  Bormla;Krachtstroom Essent EM-MT-00000003-01-00001 mennekes;14.527984;35.881587
Am Buchholz  Baar;Krachtstroom Essent EM-DE-07137007-01-00001 mennekes;7.041983;50.351267
Draverslaan 25 Haarlemmermeer;Krachtstroom Centrumgarage Hoofddorp mennekes;4.6963763237;52.305657855448
Am Buchholz  Baar;Krachtstroom Essent EM-DE-07137007-01-00001 mennekes;7.041983;50.351267
Luttekepoortstraat  Harderwijk;Krachtstroom Houtwal garage mennekes;5.6210786104202;52.348304417369
Schlosserstraße  Lindlar;Krachtstroom Essent EM-DE-05374020-01-00003 mennekes;7.407968;51.030012
Schlosserstraße  Lindlar;Krachtstroom Essent EM-DE-05374020-01-00003 mennekes;7.407968;51.030012
Bahnweg  Langenhorn;Krachtstroom Essent EM-DE-01054075-01-00001 mennekes;8.945833;54.686111
Eind 19C Haaren;Stopcontact NewMotion 02003437 mennekes;5.2362071;51.5985567
Ninnesweg 50 Panningen;Krachtstroom EV-Box EVB-P1419087 mennekes;5.36193;52.16616
Stationsstraat 77A Ermelo;Krachtstroom Rabobank Ermelo mennekes;5.623200237751;52.299882919972
Clayallee 326 Berlin;Krachtstroom Allego DEALLEGO0000121 mennekes;13.262563;52.438486
Postweg 8 Tholen;Stopcontact Shell Energy Service Station Deehoeve schuko;4.1895508021116;51.53846925442
Larserplein  Lelystad;Krachtstroom Mac Donald A7  Lelystad mennekes;5.5046734213829;52.482242400488
Postweg 8 Tholen;Stopcontact Shell Service Station Deehoeve schuko;4.1894602775574;51.538688218873
Kennedylaan 9 Utrecht;Stopcontact NewMotion 01000887 mennekes;5.08338022232056;52.0802001953125
Kennedylaan 9 Utrecht;Stopcontact NewMotion 01001221 mennekes;5.08337640762329;52.0802421569824
Witte Paal 329 Schagen;Stopcontact NewMotion 01000435 mennekes;4.81573009490967;52.7781982421875
Einighauserweg 101 Geleen;Krachtstroom Ecotap 1500379 mennekes;5.825876;50.985125
Einighauserweg 101 Geleen;Krachtstroom Ecotap 1601278 mennekes;5.825876;50.985125
Bahialaan 200 Rotterdam;Krachtstroom Ecotap 1601230 mennekes;4.537683;51.918023
Singelpark 1 Odijk;Krachtstroom Ecotap 1601016 mennekes;5.226467;52.055367
Hoge Duin en Daalseweg 31 Bloemendaal;Stopcontact NL MAB Laadoplossingen 1601485 mennekes;4.629755;52.373312
Zuidplantsoen  Delft;Krachtstroom Tu Delft Bouwkunde mennekes;4.3719711899757;52.006470098169
Inktzwamsingel 19 Utrecht;Krachtstroom Inktzwamsingel 19 mennekes;5.0079417228699;52.100494920556
Kralingse Zoom  Rotterdam;Krachtstroom EV-Box EVB-P1416144 mennekes;4.53028793;51.91873223
Haringkade 51 Katwijk;Krachtstroom Allego NLALLEGO0002992 mennekes;4.4127108;52.2045043
Oesterzwam 21 Utrecht;Krachtstroom Station Vleuten mennekes;5.0088095667888;52.101999724186
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000652 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000651 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000642 mennekes;4.939417;52.311417
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000641 mennekes;4.939417;52.311417
Marijke Meustraat 108 Breda;Stopcontact NewMotion 02003884 mennekes;4.7799399;51.5731496
Merwe Donk 66 Gorinchem;Stopcontact NewMotion 02003457 mennekes;5.0043915;51.8298874
Glazenapstraat 21 Tegelen;Stopcontact NewMotion 02004142 mennekes;6.15489149093628;51.3329200744629
Prismalaan West Bleiswijk;Stopcontact NewMotion 02003113 mennekes;4.53034830093384;52.0472297668457
Draverslaan 11 Hoofddorp;Stopcontact NewMotion 02001428 mennekes;4.6953241;52.3051573
Leidsestraatweg 57 The Hague;Stopcontact NewMotion 01000724 mennekes;4.34862995147705;52.0996017456055
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000631 mennekes;4.939417;52.311417
Steurweg 8 Raamsdonksveer;Stopcontact NewMotion 01000811 mennekes;4.88076019287109;51.7140007019043
Heescheweg 29 Nistelrode;Stopcontact NewMotion 02001715 mennekes;5.55686140060425;51.7143402099609
Amstel 3 Amsterdam;Krachtstroom Stopera/Stadhuis parkeergarage mennekes;4.9007606506348;52.367686349434
De Entree 7 AMSTERDAM Zuidoost;Krachtstroom Allego NLALLEGO0000632 mennekes;4.939417;52.311417
Schiphol Boulevard - Schiphol;Krachtstroom EV-Box EVB-P1335108 mennekes;4.7559038;52.3077594
Avenue Carré 231 Barendrecht;Krachtstroom EV-Box EVB-P1410139 mennekes;4.5014;51.85866
Begraafplaats Hofdijk Delftweg 230 Rotterdam;Krachtstroom Alfen BRS_0871 mennekes;4.3998628;51.9577853
Spremberger Str. 7 Berlin;Krachtstroom Allego DEALLEGO0000371 mennekes;13.423077;52.494063
Begraafplaats Hofdijk Delftweg 230 Rotterdam;Krachtstroom Alfen BRS_0872 mennekes;4.3998628;51.9577853
Mekelweg  Delft;Krachtstroom TU Delft EWI mennekes;4.3735134601593;51.997954596044
Populierstraat 66 Den Haag;Krachtstroom Alfen GDH2512 mennekes;4.271785;52.080101
Populierstraat 66 Den Haag;Krachtstroom Alfen GDH2511 mennekes;4.271785;52.080101
Ingenieur Veltplein  hoek Voorweg 134 Zoetermeer;Krachtstroom Alfen RHL03171 mennekes;4.470911;52.062219
Ingenieur Veltplein  hoek Voorweg 134 Zoetermeer;Krachtstroom Alfen RHL03172 mennekes;4.470911;52.062219
Jos Brinklaan  Hilversum;Krachtstroom RTL mennekes;5.1716382801533;52.24072400293
Prometheusplein 1 Delft;Krachtstroom Tu Delft Bibliotheek mennekes;4.3758523464203;52.002363638834
Klapwijkseweg 91 Pijnacker;Krachtstroom Alfen RHL04112 mennekes;4.443334;52.013075
Klapwijkseweg 91 Pijnacker;Krachtstroom Alfen RHL04111 mennekes;4.443334;52.013075
Zwarte Pad 2 (P&R-terrein Zwarte Pad) Den Haag;Krachtstroom Alfen DHPR02021 mennekes;4.289854;52.117633
Spoorstraat 6 Vierlingsbeek;Stopcontact NewMotion 02004148 mennekes;6.0101466178894;51.5965156555176
Zomerdijk 14 IJsselstein;Stopcontact NewMotion 02001983 mennekes;5.0436853;52.0256347
Zwarte Pad 2 (P&R-terrein Zwarte Pad) Den Haag;Krachtstroom Alfen DHPR02022 mennekes;4.289854;52.117633
Willem van Konijnenburglaan 7 Eindhoven;Stopcontact NewMotion 02003871 mennekes;5.49460792541504;51.4387397766113
Hulswitweg 14 Haarlem;Stopcontact NewMotion 02003228 mennekes;4.6674485206604;52.3890495300293
Zwarte Pad 2 (P&R-terrein Zwarte Pad) Den Haag;Krachtstroom Alfen DHPR02012 mennekes;4.28993;52.117687
Zwarte Pad 2 (P&R-terrein Zwarte Pad) Den Haag;Krachtstroom Alfen DHPR02011 mennekes;4.28993;52.117687
Zuiderbegraafplaats Slinge 50 Rotterdam;Krachtstroom Alfen BRS_0642 mennekes;4.4898108;51.8725622
Zuiderbegraafplaats Slinge 50 Rotterdam;Krachtstroom Alfen BRS_0641 mennekes;4.4898108;51.8725622
André van Duinboulevard  Hilversum;Krachtstroom Parkeerdek Mediapark mennekes;5.1720285415649;52.236147934652
NewMotion 02009545 NL;Stopcontact mennekes;6.79545259475708;52.2640075683594
Klipperweg 4 Raalte;Krachtstroom Toyota Morrenhof Raalte mennekes;6.2914860248566;52.381578709005
Burgemeester Hazenberglaan 403 Rotterdam;Krachtstroom EV-Box EVB-P1415136 mennekes;4.54412;51.89428
Kalvermarkt 28 The Hague;Stopcontact NewMotion 02010163 mennekes;4.31563997268677;52.0778732299805
Zalneweg  Zwolle;Krachtstroom Golfclub Zwolle mennekes;6.1434280872345;52.49745935443
Marie Curiestraat 6 Hellendoorn;Krachtstroom Auto Aaltink BV mennekes;6.5091526508331;52.360538695267
Geest 34-36 The Hague;Stopcontact NewMotion 02010928 mennekes;4.30444097518921;52.0780868530274
Dominee J. Schardamstraat 3 Spaarndam;Stopcontact NewMotion 02001373 mennekes;4.6861096;52.4129061
Waagstraat 17 Lelystad;Stopcontact NewMotion 02000782 mennekes;5.47370862960815;52.5104560852051
Geest 22 The Hague;Stopcontact NewMotion 02010415 mennekes;4.30450534820557;52.0781402587891
Griffioenlaan 1 Utrecht;Stopcontact NewMotion 02005534 mennekes;5.10391449999997;52.0575085
Reaalhof 100 Lelystad;Stopcontact NewMotion 02000792 mennekes;5.47466929999996;52.5068722
Reaalhof 1 Lelystad;Stopcontact NewMotion 02000853 mennekes;5.47531223297119;52.506591796875
Reaalhof 100 Lelystad;Stopcontact NewMotion 02000756 mennekes;5.47466945648193;52.5068740844726
Neringweg 161-171 Lelystad;Stopcontact NewMotion 02000805 mennekes;5.477707862854;52.5072059631348
Hoenderhoeve 15 Houten;Stopcontact NewMotion 02002747 mennekes;5.16390085220337;52.0368576049805
Rijswijkseweg 27 The Hague;Stopcontact NewMotion 02010308 mennekes;4.32661056518555;52.0692939758301
Laan van Europa 1600 Dordrecht;Stopcontact NewMotion 02000814 mennekes;4.651928;51.773155
Tolhuis 16 Hellendoorn;Stopcontact EV-Box EVB-P1607884 mennekes;6.4534524;52.38578525
Bergstraat 50 Goirle;Stopcontact NewMotion 02010354 mennekes;5.06425430000002;51.5167889
Pieter Calandweg  Delft;Krachtstroom Tu Delft CITG mennekes;4.3773919343948;51.998099919731
Bussenmakerstraat 33 Zwolle;Stopcontact NewMotion 02000632 mennekes;6.06597399999998;52.5356347
Werkhovensestraat 1 Hoogstraten;Krachtstroom EV-Box EVB-P1602138 mennekes;4.7299214;51.449325
Schubertstraße 17 Krefeld;Krachtstroom NewMotion 03001063 mennekes;6.5739695;51.3432733
Rivierdijk 223 Sliedrecht;Stopcontact NewMotion 02000511 mennekes;4.79758620000007;51.8202284
Kalvermarkt 5 The Hague;Stopcontact NewMotion 02010484 mennekes;4.31567239761353;52.0777740478516
Landbergstraat 15 Delft;Krachtstroom Tu Delft IO mennekes;4.3690341711044;52.001244080341
Anthony Fokkerweg  Delft;Krachtstroom Tu Delft Fellowship mennekes;4.3780946731567;51.991150277179
Sint Jacobstraat 35 The Hague;Stopcontact NewMotion 02010317 mennekes;4.31549263000488;52.0755958557129
Leeksterweg 29 Haulerwijk;Stopcontact NewMotion 02000616 mennekes;6.3313801;53.0677121
Sint Jacobstraat 125 The Hague;Stopcontact NewMotion 02010345 mennekes;4.31559991836548;52.0755653381348
Bergstraat 50 Goirle;Stopcontact NewMotion 02010280 mennekes;5.06425430000002;51.5167889
Schepenbergweg 43 Amsterdam-Zuidoost;Snellader NewMotion t51_3912_001 chademo;4.9463849067688;52.2937850952148
Glaskruid 10 Amersfoort;Stopcontact NewMotion 02000948 mennekes;5.3807968;52.2013249
Lutherse Burgwal 81 The Hague;Stopcontact NewMotion 02010496 mennekes;4.31037759780884;52.074634552002
Persant Snoepweg 2 Leiderdorp;Stopcontact NewMotion 02002582 mennekes;4.54902362823486;52.160041809082
Draverslaan 11 Hoofddorp;Stopcontact NewMotion 02001460 mennekes;4.6953239440918;52.3051567077637
Neringweg 157 Lelystad;Stopcontact NewMotion 02000790 mennekes;5.477707862854;52.5072059631348
Vimmerik 36 Nieuwkuijk;Stopcontact NewMotion 02003799 mennekes;5.17346286773682;51.6968841552734
Ed van der Elskenhof 17 Almere;Stopcontact NewMotion 02002345 mennekes;5.25226449966431;52.3603935241699
Reijerscop  Utrecht;Stopcontact NewMotion 02002597 mennekes;5.0274306535721;52.071915308785
Langstraat 22 Holten;Stopcontact NewMotion 02002682 mennekes;6.43402290344238;52.2544860839844
Stadsplein 101 Amstelveen;Stopcontact NewMotion 02000388 mennekes;4.8577292;52.3031617
Da Costastraat 57 Putten;Stopcontact NewMotion 02001122 mennekes;5.6135621;52.254873
Am Emsdeich 30 Leer (Ostfriesland);Stopcontact NewMotion 02010413 mennekes;7.43407;53.22216
In de Wolken 85 Amstelveen;Krachtstroom EV-Box EVB-P1611896 mennekes;4.8732296;52.2911378
Rijswijkseweg 27 The Hague;Stopcontact NewMotion 02010396 mennekes;4.32659482955933;52.0692901611328
Sheffieldstraat 26 Rotterdam;Krachtstroom NewMotion 03004868 mennekes;4.41217314451933;51.9423998185738
Anthony van Opbergenstraat 47 Eindhoven;Stopcontact NewMotion 02001323 mennekes;5.4536929;51.4649456
Heegbarg 31-33 Hamburg;Krachtstroom NewMotion 14090178_10401.1A schuko;10.0909004211426;53.6539115905762
Saasveld 26 Ede;Stopcontact NewMotion 02000507 mennekes;5.62827014923096;52.0448036193848
Zuidwal 14 Delft;Stopcontact Zuidpoortgarage schuko;4.3639433383942;52.008905395661
Aalsburg 3124 Wijchen;Stopcontact NewMotion 02010917 mennekes;5.71720504760742;51.8077774047852
De Haaghe 43 Beuningen;Krachtstroom NewMotion ICUCOMPACT002226 mennekes;5.78267478942871;51.8592796325684
Herfst 48 Dronten;Stopcontact EV-Box EVB-P1343064 mennekes;5.7182424;52.50371358
Route des Perveuils 2 Marin-Epagnier;Krachtstroom EV-Box EVB-P1335064 mennekes;7.01013;47.01202
De Geer 5 Woerden;Stopcontact NewMotion 02000972 mennekes;4.86478137969971;52.0743637084961
Schedeldoekshaven 90 The Hague;Stopcontact NewMotion 02000946 mennekes;4.3190487;52.0772773
Catharijnesingel 33 Utrecht;Stopcontact NewMotion 02001024 mennekes;5.11261749267578;52.0912551879883
Kennedyplein Eindhoven;Stopcontact NewMotion 02001292 mennekes;5.4805222;51.4442195
Emmasingel 2A Eindhoven;Stopcontact NewMotion 02001516 mennekes;5.4750935;51.4400701
Wezel 9 Wilbertoord;Stopcontact NewMotion 02002975 mennekes;5.77369785308838;51.6573486328125
Rudonk 6 Breda;Stopcontact EV-Box EVB-P1437144 mennekes;4.75584;51.60908
Poort van Midden Gelderland Groen 2 Heteren;Stopcontact NewMotion 02001729 mennekes;5.7574672;51.9466136
Bosboom Toussaintstraat 16 Maassluis;Stopcontact NewMotion 02001804 mennekes;4.26076030731201;51.920524597168
