OBJECTNUMMER;Energielabel;COORDS;LNG;LAT;
1595;"B";"POLYGON((4.802075 52.347049,4.80206 52.346951,4.801863 52.346968,4.801875 52.347058,4.801904 52.347072,4.801876 52.347107,4.801867 52.347179,4.801888 52.347216,4.801855 52.347228,4.801829 52.347298,4.80184 52.347337,4.801807 52.347346,4.801738 52.347448,4.801813 52.347611,4.801915 52.347506,4.802027 52.347321,4.802059 52.347225,4.802075 52.347049))";"4,8019065";"52,3472805";
1596;"D";"POLYGON((4.952837 52.392149,4.952324 52.391503,4.95218 52.391546,4.952692 52.392191,4.952837 52.392149))";"4,9525085";"52,3918475";
1597;"E";"POLYGON((4.828429 52.359438,4.82843 52.359364,4.827649 52.359356,4.827648 52.359449,4.827587 52.359449,4.827585 52.359899,4.827706 52.359901,4.827716 52.359429,4.828429 52.359438))";"4,8280075";"52,3596285";
1598;"E";"POLYGON((4.847904 52.380089,4.847745 52.380086,4.84771 52.380738,4.847616 52.380737,4.847614 52.380782,4.847865 52.380787,4.847904 52.380089))";"4,847759";"52,380436";
1599;"D";"POLYGON((4.951344 52.392593,4.95083 52.391947,4.950686 52.391991,4.9512 52.392635,4.951344 52.392593))";"4,951015";"52,392292";
1600;"D";"POLYGON((4.976915 52.312084,4.976771 52.312034,4.976464 52.312368,4.976413 52.31235,4.976174 52.31261,4.976324 52.312661,4.976562 52.312401,4.97661 52.312419,4.976915 52.312084))";"4,9765445";"52,3123475";
1601;"E";"POLYGON((4.828401 52.360393,4.828401 52.36032,4.827621 52.360315,4.82762 52.36041,4.827558 52.36041,4.827545 52.360854,4.827675 52.360855,4.827689 52.360385,4.828401 52.360393))";"4,827973";"52,360584";
1602;"D";"POLYGON((4.946707 52.393972,4.946195 52.393328,4.946051 52.39337,4.946563 52.394015,4.946707 52.393972))";"4,946379";"52,393673";
1603;"C";"POLYGON((4.990953 52.290763,4.990875 52.290476,4.990477 52.290516,4.990481 52.290539,4.989868 52.290602,4.989888 52.290685,4.990513 52.290623,4.990507 52.290599,4.990765 52.290574,4.990824 52.290775,4.990953 52.290763))";"4,9904105";"52,2906265";
1604;"D";"POLYGON((4.9482 52.393527,4.947688 52.392884,4.947543 52.392926,4.948055 52.393571,4.9482 52.393527))";"4,9478715";"52,3932265";
1605;"D";"POLYGON((4.949852 52.393037,4.949338 52.392392,4.949193 52.392435,4.949707 52.393079,4.949852 52.393037))";"4,9495225";"52,3927345";
1606;"D";"POLYGON((4.83123 52.379369,4.830885 52.378543,4.830754 52.378564,4.831101 52.379389,4.83123 52.379369))";"4,830992";"52,3789675";
1607;"C";"MULTIPOLYGON(((4.795061 52.36202,4.79507 52.362001,4.795239 52.362035,4.795245 52.362023,4.79592 52.36216,4.795963 52.362084,4.795124 52.361907,4.795102 52.361941,4.795033 52.36193,4.794991 52.362005,4.795061 52.36202)),((4.795061 52.36202,4.794954 52.362218,4.795098 52.362247,4.795205 52.362048,4.795061 52.36202)))";"4,7954585";"52,3620775";
1608;"F";"POLYGON((4.832455 52.3747,4.832164 52.374005,4.832005 52.374026,4.832303 52.374728,4.832455 52.3747))";"4,83223";"52,3743665";
1609;"F";"POLYGON((4.898762 52.341792,4.89866 52.34096,4.89852 52.340966,4.898619 52.341767,4.898699 52.341763,4.898703 52.341796,4.898762 52.341792))";"4,898641";"52,341379";
1610;"D";"POLYGON((4.802597 52.376038,4.8024 52.375288,4.802252 52.375302,4.802447 52.37605,4.802597 52.376038))";"4,8024245";"52,3756675";
1611;"D";"POLYGON((4.83181 52.379279,4.831467 52.378452,4.831336 52.378472,4.831681 52.379299,4.83181 52.379279))";"4,831573";"52,3788755";
1612;"C";"POLYGON((4.946635 52.304127,4.94615 52.30396,4.945987 52.304139,4.946471 52.304306,4.946635 52.304127))";"4,946311";"52,3041325";
1613;"C";"POLYGON((4.929725 52.378182,4.929628 52.377971,4.928858 52.378105,4.928916 52.378229,4.929604 52.378109,4.929623 52.378151,4.929548 52.378164,4.929568 52.378209,4.929725 52.378182))";"4,9292915";"52,3780995";
1614;"D";"POLYGON((4.92869 52.391697,4.927245 52.391601,4.927231 52.391675,4.928677 52.391779,4.92869 52.391697))";"4,9279605";"52,3916915";
1615;"D";"POLYGON((4.893399 52.375212,4.893033 52.375183,4.892293 52.375081,4.892545 52.375274,4.893392 52.375287,4.893399 52.375212))";"4,892846";"52,375183";
1616;"F";"POLYGON((4.842641 52.37988,4.842492 52.379876,4.84245 52.380633,4.8426 52.380635,4.842641 52.37988))";"4,8425455";"52,3802545";
1617;"C";"POLYGON((4.881812 52.417546,4.881702 52.417508,4.881742 52.417467,4.881678 52.417444,4.88157 52.417548,4.88142 52.417655,4.881201 52.41775,4.880952 52.417811,4.880992 52.417915,4.881146 52.417916,4.881134 52.417885,4.881275 52.417876,4.881252 52.417845,4.8814 52.417828,4.881373 52.417798,4.881529 52.41777,4.881495 52.417742,4.881641 52.417697,4.881612 52.417677,4.881744 52.417619,4.8817 52.417599,4.881812 52.417546))";"4,881382";"52,4176785";
1618;"E";"POLYGON((4.902455 52.339986,4.902423 52.339709,4.902011 52.339729,4.902047 52.340005,4.902455 52.339986),(4.902129 52.339857,4.902122 52.339798,4.902259 52.339792,4.902267 52.339851,4.902129 52.339857))";"4,902233";"52,339857";
1619;"E";"POLYGON((4.939617 52.39672,4.939341 52.396462,4.939033 52.396586,4.939308 52.396844,4.939617 52.39672))";"4,939325";"52,396652";
1620;"E";"POLYGON((4.913689 52.404811,4.913565 52.404709,4.912846 52.405035,4.912969 52.405137,4.913689 52.404811))";"4,9132675";"52,4049225";
1621;"D";"POLYGON((4.774169 52.356297,4.773976 52.356137,4.773513 52.356344,4.773705 52.356503,4.774169 52.356297))";"4,773841";"52,3563195";
1622;"E";"POLYGON((4.912641 52.405795,4.912078 52.405327,4.911917 52.405397,4.912485 52.405864,4.912641 52.405795))";"4,912279";"52,405596";
1623;"D";"POLYGON((4.884605 52.38717,4.884217 52.386589,4.884046 52.386626,4.88444 52.387208,4.884605 52.38717))";"4,8843255";"52,386898";
1624;"F";"POLYGON((4.82409 52.353527,4.823267 52.353361,4.823245 52.353396,4.823135 52.353374,4.822941 52.353739,4.823054 52.353763,4.823232 52.353434,4.824048 52.353599,4.82409 52.353527))";"4,8235155";"52,3535615";
1625;"E";"POLYGON((4.924146 52.370485,4.923359 52.370008,4.923242 52.370079,4.924026 52.370558,4.924146 52.370485))";"4,923694";"52,3702835";
1626;"C";"POLYGON((4.794429 52.352835,4.794265 52.352802,4.794077 52.353147,4.793992 52.353129,4.793851 52.353384,4.794029 52.35342,4.794168 52.353163,4.794245 52.353178,4.794429 52.352835))";"4,79414";"52,353111";
1627;"D";"POLYGON((4.825626 52.380217,4.825319 52.379482,4.825175 52.379505,4.825481 52.38024,4.825626 52.380217))";"4,8254005";"52,3798615";
1628;"F";"POLYGON((4.943153 52.342364,4.942296 52.341848,4.942187 52.341917,4.943048 52.342429,4.943153 52.342364))";"4,94267";"52,342138";
1629;"C";"POLYGON((4.793693 52.352686,4.793524 52.352653,4.793336 52.352995,4.793244 52.352975,4.79311 52.353233,4.793278 52.353268,4.793418 52.35301,4.793508 52.353029,4.793693 52.352686))";"4,7934015";"52,352961";
1630;"D";"POLYGON((4.854062 52.379146,4.853906 52.379115,4.853577 52.379726,4.85369 52.379748,4.853674 52.379779,4.853781 52.379801,4.853829 52.379713,4.853764 52.3797,4.854062 52.379146))";"4,8538195";"52,3794595";
1631;"D";"POLYGON((4.825093 52.380301,4.824786 52.379566,4.824642 52.379589,4.824949 52.380324,4.825093 52.380301))";"4,8248675";"52,3799455";
1632;"D";"POLYGON((4.912113 52.406034,4.911547 52.405565,4.911391 52.405635,4.911956 52.406104,4.912113 52.406034))";"4,911752";"52,405834";
1633;"F";"POLYGON((4.946622 52.342491,4.946525 52.342433,4.945575 52.343025,4.945672 52.343083,4.946622 52.342491))";"4,9460985";"52,342758";
1634;"D";"POLYGON((4.974096 52.312048,4.973953 52.311998,4.973779 52.312188,4.973747 52.312176,4.97351 52.312433,4.973561 52.31245,4.973388 52.312639,4.973518 52.312684,4.973691 52.312495,4.973642 52.312478,4.973879 52.312221,4.973923 52.312237,4.974096 52.312048))";"4,973742";"52,3123395";
1635;"C";"POLYGON((4.79032 52.380348,4.790177 52.380346,4.790153 52.381134,4.790296 52.381136,4.79032 52.380348))";"4,7902365";"52,380741";
1636;"C";"POLYGON((4.790374 52.378507,4.790231 52.378505,4.790208 52.379292,4.79035 52.379294,4.790374 52.378507))";"4,790291";"52,3789005";
1637;"E";"MULTIPOLYGON(((4.881389 52.416267,4.881845 52.416628,4.881948 52.416582,4.881491 52.41622,4.881389 52.416267)),((4.88078 52.416453,4.880861 52.416518,4.881389 52.416267,4.881312 52.416204,4.88078 52.416453)))";"4,881364";"52,4164165";
1638;"D";"POLYGON((4.846398 52.375683,4.84624 52.375649,4.846124 52.375846,4.846067 52.376087,4.846079 52.376322,4.846246 52.376319,4.846236 52.376108,4.846287 52.375871,4.846398 52.375683))";"4,8462325";"52,375986";
1639;"C";"POLYGON((4.790345 52.379474,4.790202 52.379472,4.79018 52.380257,4.790322 52.380259,4.790345 52.379474))";"4,7902625";"52,3798655";
1640;"G";"POLYGON((4.851324 52.396188,4.850895 52.39618,4.850882 52.39644,4.851312 52.396447,4.851324 52.396188))";"4,851103";"52,3963125";
1641;"D";"POLYGON((4.817262 52.378035,4.817068 52.377302,4.81692 52.377318,4.817113 52.37805,4.817262 52.378035))";"4,817091";"52,377676";
1642;"C";"POLYGON((4.914869 52.381401,4.91471 52.381382,4.914488 52.38207,4.914653 52.38207,4.914869 52.381401))";"4,9146785";"52,3817255";
1643;"D";"POLYGON((4.816156 52.378145,4.815964 52.377412,4.815815 52.377428,4.816007 52.378159,4.816156 52.378145))";"4,8159855";"52,377785";
1644;"E";"POLYGON((4.952305 52.298349,4.951828 52.298185,4.951666 52.298363,4.952142 52.298526,4.952305 52.298349))";"4,9519855";"52,298355";
1645;"E";"POLYGON((4.839372 52.363373,4.839226 52.363372,4.839221 52.363568,4.839001 52.363566,4.838996 52.363745,4.838947 52.363745,4.838945 52.363787,4.839359 52.363793,4.839372 52.363373))";"4,8391585";"52,3635825";
1646;"D";"POLYGON((4.976084 52.310936,4.975599 52.310768,4.975572 52.310797,4.975026 52.31061,4.974952 52.310692,4.975498 52.31088,4.975524 52.310851,4.97601 52.311018,4.976084 52.310936))";"4,975518";"52,310816";
1647;"D";"POLYGON((4.817262 52.382218,4.817132 52.382215,4.817093 52.383072,4.817222 52.383074,4.817262 52.382218))";"4,8171775";"52,382645";
1648;"D";"POLYGON((4.870964 52.332931,4.870966 52.332156,4.870816 52.332155,4.870814 52.332931,4.870964 52.332931))";"4,87089";"52,3325425";
1649;"D";"POLYGON((4.87329 52.332898,4.873295 52.332159,4.873151 52.33216,4.873147 52.332935,4.873285 52.332939,4.87329 52.332898))";"4,873221";"52,332548";
1650;"E";"POLYGON((4.82468 52.383891,4.824556 52.383381,4.823785 52.38337,4.823781 52.383442,4.824452 52.383453,4.824561 52.383902,4.82468 52.383891))";"4,8242305";"52,3836365";
1651;"D";"POLYGON((4.815051 52.378253,4.814858 52.377521,4.81471 52.377536,4.814904 52.378268,4.815051 52.378253))";"4,8148805";"52,3778955";
1652;"F";"POLYGON((4.936286 52.348894,4.936194 52.348839,4.93562 52.349196,4.935226 52.348958,4.935136 52.349013,4.935537 52.349254,4.935593 52.349219,4.935679 52.349271,4.936286 52.348894))";"4,935711";"52,3490545";
1653;"E";"POLYGON((4.950654 52.298297,4.950506 52.298246,4.950478 52.298277,4.95035 52.298233,4.950378 52.298201,4.950229 52.298151,4.950032 52.298369,4.950179 52.29842,4.950207 52.298389,4.950336 52.298432,4.950308 52.298464,4.950455 52.298514,4.950654 52.298297))";"4,950343";"52,298332";
1654;"C";"POLYGON((4.929794 52.391797,4.929388 52.391769,4.929382 52.391805,4.928739 52.391761,4.928723 52.391863,4.92944 52.391912,4.929446 52.391877,4.929775 52.391899,4.929794 52.391797))";"4,9292585";"52,3918365";
1655;"E";"POLYGON((4.825826 52.383911,4.825701 52.3834,4.82493 52.383389,4.824927 52.383461,4.825598 52.383472,4.825707 52.383922,4.825826 52.383911))";"4,8253765";"52,383656";
1656;"D";"POLYGON((4.814833 52.382177,4.814704 52.382175,4.814665 52.383032,4.814795 52.383034,4.814833 52.382177))";"4,814749";"52,3826045";
1657;"E";"POLYGON((4.831325 52.350132,4.831184 52.350131,4.831161 52.350912,4.831303 52.350913,4.831325 52.350132))";"4,831243";"52,350523";
1658;"D";"POLYGON((4.816895 52.37297,4.816835 52.372815,4.816756 52.372825,4.816787 52.372902,4.816408 52.372956,4.815809 52.372755,4.815742 52.372833,4.816377 52.373048,4.816895 52.37297))";"4,8163185";"52,3729";
1659;"G";"POLYGON((4.824491 52.352663,4.823527 52.352649,4.823365 52.35295,4.823478 52.35297,4.823613 52.352735,4.824486 52.352745,4.824491 52.352663))";"4,823928";"52,35281";
1660;"E";"POLYGON((4.900728 52.410735,4.900539 52.410302,4.900487 52.41031,4.90045 52.410226,4.9004 52.410234,4.900384 52.4102,4.89953 52.410341,4.899559 52.410404,4.900411 52.410263,4.900625 52.410751,4.900728 52.410735))";"4,900129";"52,4104745";
1661;"D";"POLYGON((4.799878 52.374222,4.799833 52.374172,4.799755 52.374199,4.799706 52.374158,4.799648 52.374178,4.79968 52.374225,4.799453 52.374302,4.799402 52.37426,4.799343 52.37428,4.799376 52.374327,4.799265 52.374365,4.799074 52.374156,4.799139 52.374127,4.799107 52.374091,4.799034 52.374111,4.79882 52.373876,4.798731 52.373905,4.799222 52.374444,4.799878 52.374222))";"4,7993045";"52,374159";
1662;"B";"POLYGON((4.92355 52.372921,4.923391 52.372822,4.922728 52.373222,4.922859 52.373305,4.923436 52.372961,4.92355 52.372921))";"4,923139";"52,373064";
1663;"E";"POLYGON((4.823535 52.383872,4.823411 52.383362,4.822641 52.383351,4.822637 52.383424,4.823308 52.383433,4.823417 52.383883,4.823535 52.383872))";"4,823086";"52,383617";
1664;"C";"POLYGON((4.950829 52.296721,4.950623 52.296651,4.950662 52.296608,4.950466 52.296541,4.95019 52.296844,4.950385 52.296911,4.950513 52.296769,4.950721 52.29684,4.950829 52.296721))";"4,9505095";"52,296724";
1665;"C";"POLYGON((4.790926 52.378513,4.790786 52.378511,4.790763 52.379299,4.790902 52.3793,4.790926 52.378513))";"4,7908445";"52,3789045";
1666;"E";"POLYGON((4.934332 52.346292,4.934243 52.346237,4.933732 52.346554,4.933251 52.346288,4.933172 52.346348,4.933652 52.346614,4.933706 52.346577,4.93379 52.346628,4.934332 52.346292))";"4,933752";"52,3464315";
1667;"D";"POLYGON((4.815282 52.380963,4.81515 52.380962,4.815113 52.381809,4.815242 52.381813,4.815282 52.380963))";"4,8151975";"52,3813875";
1668;"E";"POLYGON((4.949567 52.306248,4.949529 52.306234,4.949413 52.306254,4.949138 52.306164,4.948996 52.306315,4.948873 52.306336,4.94934 52.306496,4.949567 52.306248))";"4,94922";"52,30633";
1669;"B";"POLYGON((4.876725 52.390298,4.876192 52.390137,4.875881 52.390528,4.876026 52.390572,4.876272 52.390263,4.876658 52.39038,4.876725 52.390298))";"4,876303";"52,3903545";
1670;"C";"POLYGON((4.895222 52.341378,4.895218 52.34134,4.894861 52.341357,4.894821 52.340981,4.894665 52.340991,4.894711 52.341362,4.894806 52.341358,4.894824 52.341496,4.89519 52.341479,4.895177 52.34138,4.895222 52.341378))";"4,8949435";"52,3412385";
1671;"C";"POLYGON((4.790872 52.380353,4.790732 52.380352,4.79071 52.38114,4.790848 52.381141,4.790872 52.380353))";"4,790791";"52,380747";
1672;"F";"POLYGON((4.852486 52.3962,4.852057 52.396195,4.852049 52.396466,4.852364 52.396471,4.852366 52.396411,4.852476 52.396412,4.852486 52.3962))";"4,8522675";"52,3963315";
1673;"G";"POLYGON((4.839264 52.369032,4.83907 52.368321,4.838921 52.368337,4.839114 52.369048,4.839264 52.369032))";"4,8390925";"52,3686845";
1674;"C";"POLYGON((4.790897 52.37948,4.790759 52.379478,4.790735 52.380264,4.790875 52.380265,4.790897 52.37948))";"4,790816";"52,379871";
1675;"C";"POLYGON((4.815022 52.346128,4.815023 52.346017,4.814526 52.346003,4.814053 52.346015,4.814056 52.346117,4.815022 52.346128))";"4,814538";"52,3460655";
1676;"E";"POLYGON((4.945082 52.338876,4.944941 52.338836,4.944452 52.339472,4.944591 52.339513,4.945082 52.338876))";"4,944767";"52,3391745";
1677;"D";"POLYGON((4.910362 52.355177,4.910286 52.355161,4.910244 52.355227,4.910189 52.355214,4.910232 52.355147,4.909292 52.354925,4.909246 52.354999,4.909676 52.355105,4.909654 52.355138,4.90974 52.355166,4.909756 52.355139,4.910228 52.355251,4.910186 52.355317,4.910261 52.355335,4.910362 52.355177))";"4,909804";"52,355129";
1678;"E";"POLYGON((4.950197 52.340231,4.950106 52.340178,4.949142 52.34078,4.949235 52.340837,4.950197 52.340231))";"4,9496695";"52,3405075";
1679;"D";"POLYGON((4.946924 52.303791,4.946458 52.30363,4.946294 52.303804,4.946764 52.303966,4.946924 52.303791))";"4,946609";"52,303799";
1680;"D";"POLYGON((4.876119 52.327336,4.875783 52.32733,4.875777 52.32746,4.875695 52.327458,4.875693 52.327494,4.875655 52.327493,4.875653 52.327529,4.875774 52.327532,4.875769 52.327631,4.876104 52.327638,4.876119 52.327336))";"4,875886";"52,3274845";
1681;"C";"POLYGON((4.992289 52.292455,4.992242 52.29229,4.992283 52.292286,4.992227 52.292068,4.992193 52.29207,4.992178 52.292046,4.992139 52.29205,4.992113 52.291958,4.992156 52.291953,4.992152 52.291935,4.992119 52.291938,4.992102 52.291913,4.992096 52.291891,4.992137 52.291881,4.992132 52.291863,4.992089 52.291867,4.992078 52.291819,4.991938 52.291832,4.991999 52.292063,4.992039 52.292059,4.99211 52.292329,4.992072 52.292333,4.992109 52.292474,4.992289 52.292455))";"4,9921135";"52,292147";
1682;"B";"POLYGON((4.942141 52.368197,4.941963 52.368195,4.941963 52.368274,4.941813 52.368272,4.94181 52.36838,4.94196 52.368381,4.941952 52.368718,4.942129 52.36872,4.942141 52.368197))";"4,9419755";"52,368458";
1683;"G";"POLYGON((4.838256 52.369153,4.837987 52.368456,4.837842 52.368478,4.838109 52.369175,4.838256 52.369153))";"4,838049";"52,3688165";
1684;"B";"POLYGON((4.89678 52.372898,4.896642 52.372776,4.895968 52.372988,4.896073 52.373115,4.896242 52.373064,4.896173 52.37298,4.896253 52.373005,4.89631 52.372993,4.896345 52.372963,4.896343 52.372924,4.896397 52.372986,4.896263 52.373027,4.896298 52.373068,4.896439 52.373024,4.896425 52.373007,4.89678 52.372898))";"4,896374";"52,372946";
1685;"D";"POLYGON((4.804931 52.382527,4.804739 52.382524,4.804695 52.383512,4.804799 52.383514,4.804841 52.382579,4.804929 52.38258,4.804931 52.382527))";"4,804813";"52,3830185";
1686;"D";"POLYGON((4.803662 52.382506,4.80347 52.382502,4.803426 52.383491,4.80353 52.383493,4.803572 52.382557,4.80366 52.382559,4.803662 52.382506))";"4,803544";"52,382998";
1687;"F";"POLYGON((4.927557 52.35744,4.92723 52.357367,4.927054 52.357655,4.927389 52.357729,4.927557 52.35744))";"4,9273055";"52,3575495";
1688;"F";"POLYGON((4.798039 52.376486,4.797843 52.375739,4.797695 52.375754,4.797904 52.3765,4.798039 52.376486))";"4,797867";"52,3761195";
1689;"C";"POLYGON((4.795943 52.356177,4.795785 52.356146,4.795454 52.356766,4.795609 52.356797,4.795943 52.356177))";"4,7956985";"52,356472";
1690;"D";"POLYGON((4.87476 52.332902,4.874761 52.332163,4.874623 52.332162,4.874614 52.332939,4.874758 52.332937,4.87476 52.332902))";"4,8746875";"52,33255";
1691;"D";"POLYGON((4.887385 52.331643,4.887387 52.330943,4.887245 52.330943,4.887243 52.331643,4.887193 52.331643,4.887192 52.331697,4.887338 52.331696,4.887338 52.331642,4.887385 52.331643))";"4,8872895";"52,33132";
1692;"E";"POLYGON((4.911546 52.404893,4.910988 52.404425,4.910834 52.404495,4.911397 52.40496,4.911546 52.404893))";"4,91119";"52,404694";
1693;"D";"POLYGON((4.967077 52.30219,4.966967 52.302153,4.966997 52.302119,4.966934 52.302097,4.966904 52.302131,4.96683 52.302106,4.96686 52.302072,4.966795 52.30205,4.966764 52.302083,4.96669 52.302058,4.966721 52.302025,4.966661 52.302004,4.96663 52.302038,4.966554 52.302011,4.966583 52.301977,4.966519 52.301956,4.966488 52.301989,4.966415 52.301963,4.966445 52.30193,4.96638 52.301907,4.966351 52.301942,4.966276 52.301916,4.966307 52.301883,4.96624 52.301859,4.966209 52.301893,4.966101 52.301856,4.966037 52.301927,4.967013 52.302261,4.967077 52.30219))";"4,966557";"52,302059";
1694;"B";"POLYGON((4.772952 52.352974,4.772871 52.352899,4.771921 52.353273,4.772006 52.353352,4.772952 52.352974))";"4,7724365";"52,353125";
1695;"C";"POLYGON((4.943041 52.340036,4.942962 52.339867,4.942838 52.339888,4.942878 52.339983,4.94279 52.339998,4.942741 52.339969,4.942779 52.339944,4.942742 52.339861,4.942686 52.339871,4.942715 52.339936,4.942456 52.340101,4.942415 52.340095,4.942402 52.340128,4.942472 52.340139,4.942699 52.339995,4.942746 52.340021,4.942564 52.340134,4.942537 52.340198,4.942381 52.340175,4.942346 52.340253,4.942616 52.340295,4.942652 52.340212,4.942888 52.340062,4.943041 52.340036))";"4,9426935";"52,3400785";
1696;"E";"POLYGON((4.911022 52.405127,4.910461 52.404666,4.91031 52.404732,4.910878 52.405196,4.911022 52.405127))";"4,910666";"52,404932";
1697;"C";"POLYGON((4.908994 52.355291,4.90805 52.355049,4.908011 52.355108,4.907957 52.355095,4.907935 52.355129,4.908422 52.355244,4.908397 52.355284,4.908486 52.355305,4.908503 52.355279,4.908936 52.355383,4.908994 52.355291))";"4,9084645";"52,355217";
1698;"C";"POLYGON((4.961274 52.317201,4.961223 52.317183,4.961251 52.317152,4.961049 52.317082,4.960551 52.317627,4.960692 52.317674,4.961129 52.317195,4.961243 52.317234,4.961274 52.317201))";"4,9609125";"52,317377";
1699;"C";"POLYGON((4.856955 52.331914,4.856783 52.331913,4.856774 52.332534,4.856946 52.332536,4.856955 52.331914))";"4,8568645";"52,332224";
1700;"F";"POLYGON((4.91547 52.382184,4.915305 52.382184,4.915099 52.382823,4.915257 52.382841,4.91547 52.382184))";"4,9152845";"52,382511";
1701;"C";"MULTIPOLYGON(((4.898971 52.408034,4.89837 52.408132,4.898404 52.408212,4.899005 52.408113,4.898971 52.408034)),((4.898971 52.408034,4.899103 52.408012,4.899016 52.407816,4.898885 52.407838,4.898971 52.408034)),((4.898151 52.407958,4.898237 52.408154,4.89837 52.408132,4.898283 52.407937,4.898151 52.407958)))";"4,898627";"52,4080145";
1702;"E";"POLYGON((4.941267 52.310881,4.94106 52.310812,4.940732 52.311182,4.940939 52.311251,4.941094 52.311077,4.941108 52.311101,4.941146 52.311113,4.941187 52.311109,4.941214 52.311088,4.941185 52.311043,4.941123 52.311044,4.941267 52.310881))";"4,9409995";"52,3110335";
1703;"C";"POLYGON((4.780832 52.350968,4.780761 52.350921,4.780685 52.350962,4.780445 52.350806,4.780524 52.350758,4.780453 52.35071,4.780213 52.350844,4.780555 52.351072,4.780476 52.351116,4.780562 52.351175,4.780803 52.35104,4.780757 52.35101,4.780832 52.350968))";"4,7805225";"52,3509425";
1704;"A";"POLYGON((4.802287 52.390703,4.802286 52.390564,4.801585 52.390565,4.801499 52.390617,4.801504 52.390696,4.802287 52.390703))";"4,801893";"52,3906325";
1705;"D";"POLYGON((4.946399 52.392147,4.946362 52.392094,4.946087 52.392189,4.946065 52.392382,4.945946 52.392495,4.945906 52.392509,4.945636 52.392497,4.945608 52.392484,4.945511 52.392358,4.945531 52.392167,4.945434 52.392164,4.945416 52.392357,4.945527 52.392516,4.945612 52.392553,4.945916 52.392566,4.946009 52.392539,4.946159 52.392387,4.946184 52.39221,4.946399 52.392147))";"4,9459075";"52,3923305";
1706;"C";"POLYGON((4.972177 52.291089,4.972057 52.291061,4.971584 52.29184,4.971704 52.291867,4.972177 52.291089))";"4,9718805";"52,2914635";
1707;"B";"POLYGON((4.818592 52.345426,4.818528 52.34522,4.818449 52.345082,4.818297 52.344894,4.818107 52.34473,4.817996 52.344786,4.818162 52.344925,4.818313 52.345113,4.818392 52.345251,4.81845 52.345429,4.818592 52.345426))";"4,818294";"52,345079";
1708;"E";"POLYGON((4.835486 52.359082,4.83549 52.358424,4.835336 52.358423,4.835319 52.35908,4.835486 52.359082))";"4,8354045";"52,358751";
1709;"C";"POLYGON((4.967707 52.302847,4.96694 52.302584,4.966855 52.302678,4.966895 52.302691,4.966868 52.302721,4.966931 52.302742,4.966958 52.302713,4.967035 52.302738,4.967007 52.302768,4.967068 52.302789,4.967095 52.302759,4.967171 52.302786,4.967144 52.302815,4.96721 52.302837,4.967237 52.302807,4.967314 52.302835,4.967288 52.302863,4.967352 52.302886,4.967378 52.302857,4.967453 52.302882,4.967426 52.302912,4.967488 52.302932,4.967514 52.302903,4.967623 52.30294,4.967707 52.302847))";"4,967281";"52,302763";
1710;"D";"POLYGON((4.814065 52.38098,4.813935 52.380978,4.813898 52.381789,4.814029 52.381792,4.814065 52.38098))";"4,8139815";"52,381384";
1711;"E";"POLYGON((4.949709 52.341295,4.949533 52.34119,4.949466 52.341232,4.949509 52.341256,4.948704 52.341764,4.948796 52.341818,4.949593 52.341316,4.949635 52.34134,4.949709 52.341295))";"4,9492065";"52,341505";
1712;"D";"POLYGON((4.966426 52.298166,4.965558 52.297868,4.965475 52.29796,4.966341 52.298258,4.966426 52.298166))";"4,9659505";"52,2980635";
1713;"G";"POLYGON((4.841337 52.368208,4.84119 52.368207,4.841165 52.36892,4.841315 52.368919,4.841337 52.368208))";"4,841251";"52,3685625";
1714;"B";"POLYGON((4.923237 52.372726,4.923078 52.372627,4.922992 52.372719,4.922449 52.373046,4.922575 52.373125,4.923237 52.372726))";"4,922843";"52,372875";
1715;"D";"POLYGON((4.882365 52.327521,4.88228 52.327519,4.882287 52.327391,4.881948 52.327386,4.881934 52.327687,4.882272 52.327692,4.882279 52.327555,4.882363 52.327557,4.882365 52.327521))";"4,8821495";"52,3275375";
1716;"D";"POLYGON((4.886147 52.327556,4.886067 52.327555,4.886073 52.327426,4.885734 52.32742,4.88572 52.327721,4.886057 52.327727,4.886065 52.327591,4.886146 52.327592,4.886147 52.327556))";"4,8859335";"52,3275735";
1717;"B";"POLYGON((4.937676 52.393126,4.937599 52.393029,4.93672 52.393291,4.936797 52.393388,4.937676 52.393126))";"4,937198";"52,3932075";
1718;"C";"POLYGON((4.923923 52.373152,4.923797 52.373073,4.923119 52.373482,4.923246 52.373561,4.923923 52.373152))";"4,923521";"52,373318";
1719;"C";"POLYGON((4.937183 52.368924,4.937184 52.368817,4.936219 52.368808,4.936372 52.368959,4.9364 52.368947,4.9364 52.368917,4.936675 52.36892,4.93668 52.368956,4.936702 52.368964,4.936735 52.368948,4.936735 52.36892,4.937018 52.368923,4.937024 52.368959,4.937046 52.368966,4.937069 52.368961,4.937077 52.368923,4.937183 52.368924))";"4,9367015";"52,368887";
1720;"F";"POLYGON((4.811288 52.37415,4.811261 52.374056,4.810201 52.374158,4.810228 52.374256,4.811288 52.37415))";"4,8107445";"52,374157";
1721;"E";"POLYGON((4.964809 52.297057,4.963938 52.296758,4.963855 52.296849,4.964725 52.297148,4.964809 52.297057))";"4,964332";"52,2969535";
1722;"E";"POLYGON((4.836136 52.35843,4.835978 52.358429,4.835956 52.359089,4.836116 52.35909,4.836136 52.35843))";"4,836046";"52,358759";
